Time	Pulse	Heart Rate
4.775	-0.02315	71.8563
4.78	-0.0334162	71.8563
4.785	-0.0434337	71.8563
4.79	-0.0536591	71.8563
4.795	-0.0638882	71.8563
4.8	-0.0747795	71.8563
4.805	-0.0853815	71.8563
4.81	-0.0967268	71.8563
4.815	-0.107935	71.8563
4.82	-0.119607	71.8563
4.825	-0.131421	71.8563
4.83	-0.146801	71.8563
4.835	-0.16474	71.8563
4.84	-0.183564	71.8563
4.845	-0.203668	71.8563
4.85	-0.224915	71.8563
4.855	-0.245722	71.8563
4.86	-0.266699	71.8563
4.865	-0.287763	71.8563
4.87	-0.308253	71.8563
4.875	-0.327272	71.8563
4.88	-0.344843	71.8563
4.885	-0.361888	71.8563
4.89	-0.380422	71.8563
4.895	-0.399529	71.8563
4.9	-0.418937	71.8563
4.905	-0.43802	71.8563
4.91	-0.457722	71.8563
4.915	-0.477223	71.8563
4.92	-0.498224	71.8563
4.925	-0.5187	71.8563
4.93	-0.532921	71.8563
4.935	-0.542345	71.8563
4.94	-0.551942	71.8563
4.945	-0.560963	71.8563
4.95	-0.572517	71.8563
4.955	-0.585613	71.8563
4.96	-0.594781	71.8563
4.965	-0.599918	71.8563
4.97	-0.60608	71.8563
4.975	-0.611609	71.8563
4.98	-0.615074	71.8563
4.985	-0.617233	71.8563
4.99	-0.618682	71.8563
4.995	-0.618629	71.8563
5	-0.618291	71.8563
5.005	-0.617138	71.8563
5.01	-0.616802	71.8563
5.015	-0.616921	71.8563
5.02	-0.61879	71.8563
5.025	-0.621168	71.8563
5.03	-0.621683	71.8563
5.035	-0.62046	71.8563
5.04	-0.620043	71.8563
5.045	-0.619755	71.8563
5.05	-0.623989	71.8563
5.055	-0.630827	71.8563
5.06	-0.636881	71.8563
5.065	-0.642249	71.8563
5.07	-0.648405	71.8563
5.075	-0.654175	71.8563
5.08	-0.657384	71.8563
5.085	-0.658466	71.8563
5.09	-0.661115	71.8563
5.095	-0.663658	71.8563
5.1	-0.665682	71.8563
5.105	-0.66726	71.8563
5.11	-0.66851	71.8563
5.115	-0.669177	71.8563
5.12	-0.667127	71.8563
5.125	-0.66292	71.8563
5.13	-0.655214	71.8563
5.135	-0.645076	71.8563
5.14	-0.62731	71.8563
5.145	-0.604434	71.8563
5.15	-0.57823	71.8563
5.155	-0.550237	71.8563
5.16	-0.513203	71.8563
5.165	-0.470635	71.8563
5.17	-0.420305	71.8563
5.175	-0.366086	71.8563
5.18	-0.306185	71.8563
5.185	-0.242503	71.8563
5.19	-0.175517	71.8563
5.195	-0.107689	71.8563
5.2	-0.0394742	71.8563
5.205	0.0283693	71.8563
5.21	0.0987115	71.8563
5.215	0.169216	71.8563
5.22	0.239779	71.8563
5.225	0.308579	71.8563
5.23	0.379467	71.8563
5.235	0.451373	71.8563
5.24	0.518759	71.8563
5.245	0.582392	71.8563
5.25	0.645016	71.8563
5.255	0.705514	71.8563
5.26	0.763396	71.8563
5.265	0.818817	71.8563
5.27	0.871999	71.8563
5.275	0.922015	71.8563
5.28	0.973143	71.8563
5.285	1.02405	71.8563
5.29	1.07031	71.8563
5.295	1.11233	71.8563
5.3	1.15097	71.8563
5.305	1.18623	71.8563
5.31	1.2192	71.8563
5.315	1.24929	71.8563
5.32	1.27554	71.8563
5.325	1.29762	71.8563
5.33	1.31712	71.8563
5.335	1.33385	71.8563
5.34	1.34652	71.8563
5.345	1.35456	71.8563
5.35	1.3546	75.4717
5.355	1.3476	75.4717
5.36	1.33712	75.4717
5.365	1.3228	75.4717
5.37	1.29893	75.4717
5.375	1.26762	75.4717
5.38	1.23072	75.4717
5.385	1.18935	75.4717
5.39	1.14035	75.4717
5.395	1.08428	75.4717
5.4	1.02009	75.4717
5.405	0.950455	75.4717
5.41	0.878108	75.4717
5.415	0.803052	75.4717
5.42	0.726551	75.4717
5.425	0.648868	75.4717
5.43	0.572211	75.4717
5.435	0.496352	75.4717
5.44	0.423476	75.4717
5.445	0.353261	75.4717
5.45	0.284083	75.4717
5.455	0.216483	75.4717
5.46	0.153806	75.4717
5.465	0.0962082	75.4717
5.47	0.042614	75.4717
5.475	-0.00583762	75.4717
5.48	-0.0494303	75.4717
5.485	-0.0892354	75.4717
5.49	-0.128201	75.4717
5.495	-0.164955	75.4717
5.5	-0.201333	75.4717
5.505	-0.236659	75.4717
5.51	-0.26988	75.4717
5.515	-0.299848	75.4717
5.52	-0.327091	75.4717
5.525	-0.350964	75.4717
5.53	-0.372628	75.4717
5.535	-0.392363	75.4717
5.54	-0.415148	75.4717
5.545	-0.439655	75.4717
5.55	-0.464275	75.4717
5.555	-0.487813	75.4717
5.56	-0.513393	75.4717
5.565	-0.539288	75.4717
5.57	-0.562225	75.4717
5.575	-0.582011	75.4717
5.58	-0.59967	75.4717
5.585	-0.61501	75.4717
5.59	-0.635113	75.4717
5.595	-0.657069	75.4717
5.6	-0.678246	75.4717
5.605	-0.697758	75.4717
5.61	-0.71335	75.4717
5.615	-0.724923	75.4717
5.62	-0.729053	75.4717
5.625	-0.727983	75.4717
5.63	-0.724253	75.4717
5.635	-0.718083	75.4717
5.64	-0.710871	75.4717
5.645	-0.702213	75.4717
5.65	-0.696611	75.4717
5.655	-0.692229	75.4717
5.66	-0.686847	75.4717
5.665	-0.680313	75.4717
5.67	-0.678629	75.4717
5.675	-0.680243	75.4717
5.68	-0.683486	75.4717
5.685	-0.687711	75.4717
5.69	-0.693149	75.4717
5.695	-0.699227	75.4717
5.7	-0.709812	75.4717
5.705	-0.723735	75.4717
5.71	-0.736975	75.4717
5.715	-0.748859	75.4717
5.72	-0.759498	75.4717
5.725	-0.768535	75.4717
5.73	-0.775459	75.4717
5.735	-0.779925	75.4717
5.74	-0.782349	75.4717
5.745	-0.782785	75.4717
5.75	-0.786104	75.4717
5.755	-0.789943	75.4717
5.76	-0.791286	75.4717
5.765	-0.790421	75.4717
5.77	-0.789864	75.4717
5.775	-0.788992	75.4717
5.78	-0.785057	75.4717
5.785	-0.777859	75.4717
5.79	-0.771695	75.4717
5.795	-0.766116	75.4717
5.8	-0.760741	75.4717
5.805	-0.754836	75.4717
5.81	-0.74779	75.4717
5.815	-0.74025	75.4717
5.82	-0.735139	75.4717
5.825	-0.730741	75.4717
5.83	-0.725802	75.4717
5.835	-0.719389	75.4717
5.84	-0.711675	75.4717
5.845	-0.703619	75.4717
5.85	-0.698764	75.4717
5.855	-0.695668	75.4717
5.86	-0.693672	75.4717
5.865	-0.692786	75.4717
5.87	-0.694039	75.4717
5.875	-0.695702	75.4717
5.88	-0.698512	75.4717
5.885	-0.701534	75.4717
5.89	-0.707171	75.4717
5.895	-0.715567	75.4717
5.9	-0.725081	75.4717
5.905	-0.734695	75.4717
5.91	-0.741701	75.4717
5.915	-0.745664	75.4717
5.92	-0.740559	75.4717
5.925	-0.727965	75.4717
5.93	-0.711754	75.4717
5.935	-0.69205	75.4717
5.94	-0.665299	75.4717
5.945	-0.634318	75.4717
5.95	-0.599816	75.4717
5.955	-0.56346	75.4717
5.96	-0.517673	75.4717
5.965	-0.466599	75.4717
5.97	-0.411124	75.4717
5.975	-0.354196	75.4717
5.98	-0.294333	75.4717
5.985	-0.233107	75.4717
5.99	-0.167589	75.4717
5.995	-0.100581	75.4717
6	-0.0330423	75.4717
6.005	0.0339861	75.4717
6.01	0.105102	75.4717
6.015	0.177215	75.4717
6.02	0.247863	75.4717
6.025	0.316859	75.4717
6.03	0.384748	75.4717
6.035	0.451103	75.4717
6.04	0.51625	75.4717
6.045	0.57977	75.4717
6.05	0.6402	75.4717
6.055	0.696254	75.4717
6.06	0.748995	75.4717
6.065	0.799264	75.4717
6.07	0.847817	75.4717
6.075	0.893961	75.4717
6.08	0.936755	75.4717
6.085	0.976529	75.4717
6.09	1.01362	75.4717
6.095	1.04794	75.4717
6.1	1.08031	75.4717
6.105	1.10988	75.4717
6.11	1.1354	75.4717
6.115	1.15817	75.4717
6.12	1.17859	75.4717
6.125	1.19506	75.4717
6.13	1.20606	75.4717
6.135	1.21229	75.4717
6.14	1.21578	75.4717
6.145	1.21689	80
6.15	1.2115	80
6.155	1.2003	80
6.16	1.18489	80
6.165	1.16594	80
6.17	1.14296	80
6.175	1.11477	80
6.18	1.07833	80
6.185	1.0357	80
6.19	0.992003	80
6.195	0.946301	80
6.2	0.895525	80
6.205	0.840075	80
6.21	0.781403	80
6.215	0.720068	80
6.22	0.661256	80
6.225	0.603581	80
6.23	0.543581	80
6.235	0.481741	80
6.24	0.422636	80
6.245	0.366291	80
6.25	0.311489	80
6.255	0.258713	80
6.26	0.214146	80
6.265	0.17772	80
6.27	0.146491	80
6.275	0.119652	80
6.28	0.0915873	80
6.285	0.0627558	80
6.29	0.0390202	80
6.295	0.0202312	80
6.3	0.00125831	80
6.305	-0.0175049	80
6.31	-0.0294256	80
6.315	-0.0347803	80
6.32	-0.0404782	80
6.325	-0.0465813	80
6.33	-0.0540066	80
6.335	-0.06253	80
6.34	-0.0702287	80
6.345	-0.0770693	80
6.35	-0.0832887	80
6.355	-0.0888805	80
6.36	-0.0969685	80
6.365	-0.107264	80
6.37	-0.114438	80
6.375	-0.118795	80
6.38	-0.126908	80
6.385	-0.13847	80
6.39	-0.150201	80
6.395	-0.16201	80
6.4	-0.17464	80
6.405	-0.1879	80
6.41	-0.201973	80
6.415	-0.216819	80
6.42	-0.230854	80
6.425	-0.243972	80
6.43	-0.258976	80
6.435	-0.275728	80
6.44	-0.293036	80
6.445	-0.310868	80
6.45	-0.329913	80
6.455	-0.350072	80
6.46	-0.370311	80
6.465	-0.390632	80
6.47	-0.411651	80
6.475	-0.433191	80
6.48	-0.45672	80
6.485	-0.482125	80
6.49	-0.506151	80
6.495	-0.528677	80
6.5	-0.550313	80
6.505	-0.571119	80
6.51	-0.592223	80
6.515	-0.613469	80
6.52	-0.633084	80
6.525	-0.650928	80
6.53	-0.668376	80
6.535	-0.685376	80
6.54	-0.701667	80
6.545	-0.717033	80
6.55	-0.730728	80
6.555	-0.742783	80
6.56	-0.752681	80
6.565	-0.758947	80
6.57	-0.762273	80
6.575	-0.762826	80
6.58	-0.76386	80
6.585	-0.767211	80
6.59	-0.769407	80
6.595	-0.769625	80
6.6	-0.770787	80
6.605	-0.774024	80
6.61	-0.774872	80
6.615	-0.772059	80
6.62	-0.768541	80
6.625	-0.764815	80
6.63	-0.761354	80
6.635	-0.759116	80
6.64	-0.755203	80
6.645	-0.749531	80
6.65	-0.743257	80
6.655	-0.737149	80
6.66	-0.729265	80
6.665	-0.720493	80
6.67	-0.708404	80
6.675	-0.691884	80
6.68	-0.671419	80
6.685	-0.649392	80
6.69	-0.623026	80
6.695	-0.592819	80
6.7	-0.556671	80
6.705	-0.516467	80
6.71	-0.47111	80
6.715	-0.42072	80
6.72	-0.366287	80
6.725	-0.309493	80
6.73	-0.24947	80
6.735	-0.187449	80
6.74	-0.122595	80
6.745	-0.0555224	80
6.75	0.0130789	80
6.755	0.0824428	80
6.76	0.153779	80
6.765	0.226712	80
6.77	0.298456	80
6.775	0.36704	80
6.78	0.433746	80
6.785	0.498547	80
6.79	0.562459	80
6.795	0.624642	80
6.8	0.684687	80
6.805	0.742739	80
6.81	0.799612	80
6.815	0.854415	80
6.82	0.90742	80
6.825	0.957308	80
6.83	1.00183	80
6.835	1.04086	80
6.84	1.07799	80
6.845	1.11248	80
6.85	1.14439	80
6.855	1.17379	80
6.86	1.19933	80
6.865	1.22027	80
6.87	1.24124	80
6.875	1.26167	80
6.88	1.27575	80
6.885	1.28368	80
6.89	1.28929	80
6.895	1.29169	88.2353
6.9	1.2893	88.2353
6.905	1.2814	88.2353
6.91	1.26947	88.2353
6.915	1.25307	88.2353
6.92	1.23397	88.2353
6.925	1.21137	88.2353
6.93	1.18373	88.2353
6.935	1.15065	88.2353
6.94	1.11527	88.2353
6.945	1.07734	88.2353
6.95	1.03676	88.2353
6.955	0.993174	88.2353
6.96	0.947898	88.2353
6.965	0.901349	88.2353
6.97	0.852922	88.2353
6.975	0.802432	88.2353
6.98	0.75124	88.2353
6.985	0.701671	88.2353
6.99	0.652656	88.2353
6.995	0.605743	88.2353
7	0.560068	88.2353
7.005	0.519028	88.2353
7.01	0.481455	88.2353
7.015	0.449099	88.2353
7.02	0.41986	88.2353
7.025	0.396095	88.2353
7.03	0.374578	88.2353
7.035	0.357369	88.2353
7.04	0.340414	88.2353
7.045	0.32554	88.2353
7.05	0.310742	88.2353
7.055	0.297513	88.2353
7.06	0.285516	88.2353
7.065	0.276287	88.2353
7.07	0.267616	88.2353
7.075	0.260589	88.2353
7.08	0.252528	88.2353
7.085	0.243495	88.2353
7.09	0.234585	88.2353
7.095	0.226724	88.2353
7.1	0.216987	88.2353
7.105	0.205308	88.2353
7.11	0.194428	88.2353
7.115	0.185303	88.2353
7.12	0.176397	88.2353
7.125	0.168608	88.2353
7.13	0.157084	88.2353
7.135	0.140768	88.2353
7.14	0.124522	88.2353
7.145	0.109276	88.2353
7.15	0.091807	88.2353
7.155	0.0722691	88.2353
7.16	0.0535192	88.2353
7.165	0.0353842	88.2353
7.17	0.0179536	88.2353
7.175	0.00290693	88.2353
7.18	-0.0162548	88.2353
7.185	-0.0412338	88.2353
7.19	-0.0652526	88.2353
7.195	-0.0873525	88.2353
7.2	-0.111698	88.2353
7.205	-0.138513	88.2353
7.21	-0.164834	88.2353
7.215	-0.190722	88.2353
7.22	-0.216295	88.2353
7.225	-0.24081	88.2353
7.23	-0.266766	88.2353
7.235	-0.294672	88.2353
7.24	-0.322636	88.2353
7.245	-0.349737	88.2353
7.25	-0.375675	88.2353
7.255	-0.399928	88.2353
7.26	-0.424367	88.2353
7.265	-0.448197	88.2353
7.27	-0.468502	88.2353
7.275	-0.484786	88.2353
7.28	-0.502702	88.2353
7.285	-0.522266	88.2353
7.29	-0.539858	88.2353
7.295	-0.554999	88.2353
7.3	-0.569196	88.2353
7.305	-0.583022	88.2353
7.31	-0.596408	88.2353
7.315	-0.607797	88.2353
7.32	-0.615678	88.2353
7.325	-0.619604	88.2353
7.33	-0.622569	88.2353
7.335	-0.624295	88.2353
7.34	-0.624755	88.2353
7.345	-0.624438	88.2353
7.35	-0.619001	88.2353
7.355	-0.609168	88.2353
7.36	-0.595199	88.2353
7.365	-0.577296	88.2353
7.37	-0.555	88.2353
7.375	-0.528735	88.2353
7.38	-0.497006	88.2353
7.385	-0.460642	88.2353
7.39	-0.423737	88.2353
7.395	-0.381079	88.2353
7.4	-0.333476	88.2353
7.405	-0.283453	88.2353
7.41	-0.229697	88.2353
7.415	-0.169139	88.2353
7.42	-0.103048	88.2353
7.425	-0.0349307	88.2353
7.43	0.0344126	88.2353
7.435	0.102356	88.2353
7.44	0.170674	88.2353
7.445	0.239782	88.2353
7.45	0.308553	88.2353
7.455	0.375364	88.2353
7.46	0.443195	88.2353
7.465	0.512	88.2353
7.47	0.579542	88.2353
7.475	0.644566	88.2353
7.48	0.707088	88.2353
7.485	0.764447	88.2353
7.49	0.819197	88.2353
7.495	0.873749	88.2353
7.5	0.926423	88.2353
7.505	0.973989	88.2353
7.51	1.01916	88.2353
7.515	1.06327	88.2353
7.52	1.1052	88.2353
7.525	1.14322	88.2353
7.53	1.17758	88.2353
7.535	1.20883	88.2353
7.54	1.23735	88.2353
7.545	1.26191	88.2353
7.55	1.28372	88.2353
7.555	1.30065	88.2353
7.56	1.31207	88.2353
7.565	1.31957	88.2353
7.57	1.32621	88.2353
7.575	1.33052	78.4314
7.58	1.32926	78.4314
7.585	1.32181	78.4314
7.59	1.31125	78.4314
7.595	1.29667	78.4314
7.6	1.27824	78.4314
7.605	1.25891	78.4314
7.61	1.2366	78.4314
7.615	1.20804	78.4314
7.62	1.17657	78.4314
7.625	1.14194	78.4314
7.63	1.1025	78.4314
7.635	1.05814	78.4314
7.64	1.01053	78.4314
7.645	0.961597	78.4314
7.65	0.914059	78.4314
7.655	0.870873	78.4314
7.66	0.829277	78.4314
7.665	0.790324	78.4314
7.67	0.753097	78.4314
7.675	0.716746	78.4314
7.68	0.680988	78.4314
7.685	0.649262	78.4314
7.69	0.616016	78.4314
7.695	0.584429	78.4314
7.7	0.55755	78.4314
7.705	0.532622	78.4314
7.71	0.511227	78.4314
7.715	0.494908	78.4314
7.72	0.486716	78.4314
7.725	0.476958	78.4314
7.73	0.467377	78.4314
7.735	0.457946	78.4314
7.74	0.449455	78.4314
7.745	0.438866	78.4314
7.75	0.427793	78.4314
7.755	0.417903	78.4314
7.76	0.410178	78.4314
7.765	0.402291	78.4314
7.77	0.394871	78.4314
7.775	0.38467	78.4314
7.78	0.372441	78.4314
7.785	0.356939	78.4314
7.79	0.338108	78.4314
7.795	0.318481	78.4314
7.8	0.299384	78.4314
7.805	0.279837	78.4314
7.81	0.259697	78.4314
7.815	0.239009	78.4314
7.82	0.218403	78.4314
7.825	0.195805	78.4314
7.83	0.171286	78.4314
7.835	0.146419	78.4314
7.84	0.121931	78.4314
7.845	0.0955318	78.4314
7.85	0.0678267	78.4314
7.855	0.039885	78.4314
7.86	0.0109747	78.4314
7.865	-0.0187821	78.4314
7.87	-0.0483541	78.4314
7.875	-0.080687	78.4314
7.88	-0.115973	78.4314
7.885	-0.151206	78.4314
7.89	-0.186141	78.4314
7.895	-0.222681	78.4314
7.9	-0.261131	78.4314
7.905	-0.298288	78.4314
7.91	-0.332863	78.4314
7.915	-0.368604	78.4314
7.92	-0.405253	78.4314
7.925	-0.44103	78.4314
7.93	-0.476351	78.4314
7.935	-0.514308	78.4314
7.94	-0.554357	78.4314
7.945	-0.590558	78.4314
7.95	-0.622043	78.4314
7.955	-0.652914	78.4314
7.96	-0.681673	78.4314
7.965	-0.709712	78.4314
7.97	-0.735475	78.4314
7.975	-0.757986	78.4314
7.98	-0.777543	78.4314
7.985	-0.795824	78.4314
7.99	-0.812193	78.4314
7.995	-0.829001	78.4314
8	-0.845815	78.4314
8.005	-0.861026	78.4314
8.01	-0.873787	78.4314
8.015	-0.88566	78.4314
8.02	-0.895224	78.4314
8.025	-0.904133	78.4314
8.03	-0.913884	78.4314
8.035	-0.922202	78.4314
8.04	-0.928739	78.4314
8.045	-0.935423	78.4314
8.05	-0.943543	78.4314
8.055	-0.949529	78.4314
8.06	-0.952789	78.4314
8.065	-0.954766	78.4314
8.07	-0.955639	78.4314
8.075	-0.958003	78.4314
8.08	-0.963027	78.4314
8.085	-0.966114	78.4314
8.09	-0.96827	78.4314
8.095	-0.967474	78.4314
8.1	-0.964601	78.4314
8.105	-0.960125	78.4314
8.11	-0.953758	78.4314
8.115	-0.940537	78.4314
8.12	-0.921246	78.4314
8.125	-0.896073	78.4314
8.13	-0.866222	78.4314
8.135	-0.830181	78.4314
8.14	-0.788795	78.4314
8.145	-0.742668	78.4314
8.15	-0.693354	78.4314
8.155	-0.63547	78.4314
8.16	-0.569239	78.4314
8.165	-0.498597	78.4314
8.17	-0.425126	78.4314
8.175	-0.349078	78.4314
8.18	-0.272053	78.4314
8.185	-0.190294	78.4314
8.19	-0.104447	78.4314
8.195	-0.0174633	78.4314
8.2	0.0696449	78.4314
8.205	0.159418	78.4314
8.21	0.25105	78.4314
8.215	0.341832	78.4314
8.22	0.430251	78.4314
8.225	0.51683	78.4314
8.23	0.601778	78.4314
8.235	0.682496	78.4314
8.24	0.757196	78.4314
8.245	0.836273	78.4314
8.25	0.919932	78.4314
8.255	0.99739	78.4314
8.26	1.06703	78.4314
8.265	1.13037	78.4314
8.27	1.18626	78.4314
8.275	1.24313	78.4314
8.28	1.30121	78.4314
8.285	1.34974	78.4314
8.29	1.38838	78.4314
8.295	1.42469	78.4314
8.3	1.4572	78.4314
8.305	1.49159	78.4314
8.31	1.52612	78.4314
8.315	1.54766	78.4314
8.32	1.55505	78.4314
8.325	1.55842	78.4314
8.33	1.55797	78.4314
8.335	1.55871	78.4314
8.34	1.55917	72.7273
8.345	1.5502	72.7273
8.35	1.53153	72.7273
8.355	1.50707	72.7273
8.36	1.4767	72.7273
8.365	1.44678	72.7273
8.37	1.41575	72.7273
8.375	1.37163	72.7273
8.38	1.3138	72.7273
8.385	1.25271	72.7273
8.39	1.18894	72.7273
8.395	1.12144	72.7273
8.4	1.05098	72.7273
8.405	0.97679	72.7273
8.41	0.898223	72.7273
8.415	0.81826	72.7273
8.42	0.739597	72.7273
8.425	0.660501	72.7273
8.43	0.583342	72.7273
8.435	0.508349	72.7273
8.44	0.437809	72.7273
8.445	0.368137	72.7273
8.45	0.301867	72.7273
8.455	0.241464	72.7273
8.46	0.190194	72.7273
8.465	0.138882	72.7273
8.47	0.0900673	72.7273
8.475	0.0443184	72.7273
8.48	0.00360809	72.7273
8.485	-0.0361925	72.7273
8.49	-0.0719629	72.7273
8.495	-0.101925	72.7273
8.5	-0.124931	72.7273
8.505	-0.140197	72.7273
8.51	-0.1461	72.7273
8.515	-0.153378	72.7273
8.52	-0.160663	72.7273
8.525	-0.164294	72.7273
8.53	-0.16484	72.7273
8.535	-0.167858	72.7273
8.54	-0.173056	72.7273
8.545	-0.17764	72.7273
8.55	-0.178077	72.7273
8.555	-0.176956	72.7273
8.56	-0.175838	72.7273
8.565	-0.176472	72.7273
8.57	-0.179608	72.7273
8.575	-0.187962	72.7273
8.58	-0.19898	72.7273
8.585	-0.210279	72.7273
8.59	-0.225325	72.7273
8.595	-0.240324	72.7273
8.6	-0.253521	72.7273
8.605	-0.267783	72.7273
8.61	-0.279199	72.7273
8.615	-0.290678	72.7273
8.62	-0.306599	72.7273
8.625	-0.324573	72.7273
8.63	-0.343823	72.7273
8.635	-0.357808	72.7273
8.64	-0.363795	72.7273
8.645	-0.376338	72.7273
8.65	-0.397961	72.7273
8.655	-0.422107	72.7273
8.66	-0.448819	72.7273
8.665	-0.472199	72.7273
8.67	-0.489281	72.7273
8.675	-0.510856	72.7273
8.68	-0.540953	72.7273
8.685	-0.571216	72.7273
8.69	-0.600998	72.7273
8.695	-0.633038	72.7273
8.7	-0.667614	72.7273
8.705	-0.700542	72.7273
8.71	-0.731445	72.7273
8.715	-0.760538	72.7273
8.72	-0.788839	72.7273
8.725	-0.822615	72.7273
8.73	-0.8616	72.7273
8.735	-0.89467	72.7273
8.74	-0.921617	72.7273
8.745	-0.949273	72.7273
8.75	-0.977958	72.7273
8.755	-1.00459	72.7273
8.76	-1.02784	72.7273
8.765	-1.05131	72.7273
8.77	-1.07648	72.7273
8.775	-1.09845	72.7273
8.78	-1.11692	72.7273
8.785	-1.13774	72.7273
8.79	-1.16207	72.7273
8.795	-1.18084	72.7273
8.8	-1.19208	72.7273
8.805	-1.19878	72.7273
8.81	-1.19872	72.7273
8.815	-1.19766	72.7273
8.82	-1.19766	72.7273
8.825	-1.19474	72.7273
8.83	-1.18665	72.7273
8.835	-1.17725	72.7273
8.84	-1.16815	72.7273
8.845	-1.15945	72.7273
8.85	-1.15287	72.7273
8.855	-1.14303	72.7273
8.86	-1.1287	72.7273
8.865	-1.11446	72.7273
8.87	-1.10082	72.7273
8.875	-1.08936	72.7273
8.88	-1.08418	72.7273
8.885	-1.0769	72.7273
8.89	-1.06541	72.7273
8.895	-1.05325	72.7273
8.9	-1.04162	72.7273
8.905	-1.03153	72.7273
8.91	-1.02655	72.7273
8.915	-1.01992	72.7273
8.92	-1.00927	72.7273
8.925	-0.993965	72.7273
8.93	-0.975822	72.7273
8.935	-0.952615	72.7273
8.94	-0.924442	72.7273
8.945	-0.895071	72.7273
8.95	-0.867193	72.7273
8.955	-0.831567	72.7273
8.96	-0.79001	72.7273
8.965	-0.744621	72.7273
8.97	-0.696677	72.7273
8.975	-0.643927	72.7273
8.98	-0.58754	72.7273
8.985	-0.525507	72.7273
8.99	-0.459113	72.7273
8.995	-0.389877	72.7273
9	-0.319926	72.7273
9.005	-0.245489	72.7273
9.01	-0.167226	72.7273
9.015	-0.0869519	72.7273
9.02	-0.00464951	72.7273
9.025	0.0754271	72.7273
9.03	0.149386	72.7273
9.035	0.225871	72.7273
9.04	0.306646	72.7273
9.045	0.386576	72.7273
9.05	0.463821	72.7273
9.055	0.540121	72.7273
9.06	0.614304	72.7273
9.065	0.686087	72.7273
9.07	0.754912	72.7273
9.075	0.823468	72.7273
9.08	0.891761	72.7273
9.085	0.956454	72.7273
9.09	1.01575	72.7273
9.095	1.07404	72.7273
9.1	1.13166	72.7273
9.105	1.18779	72.7273
9.11	1.24109	72.7273
9.115	1.29265	72.7273
9.12	1.3422	72.7273
9.125	1.38779	72.7273
9.13	1.42778	72.7273
9.135	1.46173	72.7273
9.14	1.48963	72.7273
9.145	1.51518	72.7273
9.15	1.5377	72.7273
9.155	1.5566	72.7273
9.16	1.57108	72.7273
9.165	1.57832	72.2892
9.17	1.57696	72.2892
9.175	1.57334	72.2892
9.18	1.56729	72.2892
9.185	1.55175	72.2892
9.19	1.52578	72.2892
9.195	1.49724	72.2892
9.2	1.46526	72.2892
9.205	1.42951	72.2892
9.21	1.38991	72.2892
9.215	1.34203	72.2892
9.22	1.28451	72.2892
9.225	1.22691	72.2892
9.23	1.17075	72.2892
9.235	1.11003	72.2892
9.24	1.04597	72.2892
9.245	0.981995	72.2892
9.25	0.918901	72.2892
9.255	0.858815	72.2892
9.26	0.805484	72.2892
9.265	0.750019	72.2892
9.27	0.694152	72.2892
9.275	0.640659	72.2892
9.28	0.591787	72.2892
9.285	0.544694	72.2892
9.29	0.502278	72.2892
9.295	0.461571	72.2892
9.3	0.42488	72.2892
9.305	0.390421	72.2892
9.31	0.360656	72.2892
9.315	0.329766	72.2892
9.32	0.298797	72.2892
9.325	0.270016	72.2892
9.33	0.245002	72.2892
9.335	0.219992	72.2892
9.34	0.195986	72.2892
9.345	0.171598	72.2892
9.35	0.147999	72.2892
9.355	0.124865	72.2892
9.36	0.103349	72.2892
9.365	0.0800685	72.2892
9.37	0.0553835	72.2892
9.375	0.0311142	72.2892
9.38	0.0082721	72.2892
9.385	-0.0135099	72.2892
9.39	-0.0339624	72.2892
9.395	-0.0561017	72.2892
9.4	-0.0789642	72.2892
9.405	-0.100429	72.2892
9.41	-0.119139	72.2892
9.415	-0.137161	72.2892
9.42	-0.153739	72.2892
9.425	-0.170041	72.2892
9.43	-0.185421	72.2892
9.435	-0.200394	72.2892
9.44	-0.216186	72.2892
9.445	-0.231324	72.2892
9.45	-0.2447	72.2892
9.455	-0.258844	72.2892
9.46	-0.27329	72.2892
9.465	-0.289126	72.2892
9.47	-0.30695	72.2892
9.475	-0.323358	72.2892
9.48	-0.337202	72.2892
9.485	-0.351348	72.2892
9.49	-0.368014	72.2892
9.495	-0.382799	72.2892
9.5	-0.394068	72.2892
9.505	-0.405624	72.2892
9.51	-0.417429	72.2892
9.515	-0.432223	72.2892
9.52	-0.450723	72.2892
9.525	-0.465733	72.2892
9.53	-0.476027	72.2892
9.535	-0.485646	72.2892
9.54	-0.495995	72.2892
9.545	-0.502997	72.2892
9.55	-0.505334	72.2892
9.555	-0.505336	72.2892
9.56	-0.502731	72.2892
9.565	-0.501266	72.2892
9.57	-0.501937	72.2892
9.575	-0.49815	72.2892
9.58	-0.489272	72.2892
9.585	-0.481423	72.2892
9.59	-0.474577	72.2892
9.595	-0.463315	72.2892
9.6	-0.448099	72.2892
9.605	-0.434663	72.2892
9.61	-0.422904	72.2892
9.615	-0.41211	72.2892
9.62	-0.403057	72.2892
9.625	-0.393783	72.2892
9.63	-0.383613	72.2892
9.635	-0.373119	72.2892
9.64	-0.362784	72.2892
9.645	-0.353267	72.2892
9.65	-0.345176	72.2892
9.655	-0.338578	72.2892
9.66	-0.333668	72.2892
9.665	-0.330328	72.2892
9.67	-0.329516	72.2892
9.675	-0.331544	72.2892
9.68	-0.336327	72.2892
9.685	-0.341328	72.2892
9.69	-0.346187	72.2892
9.695	-0.352977	72.2892
9.7	-0.363196	72.2892
