Time	Pulse	Heart Rate
9.705	-0.377142	72.2892
9.71	-0.394725	72.2892
9.715	-0.414612	72.2892
9.72	-0.437073	72.2892
9.725	-0.460677	72.2892
9.73	-0.485839	72.2892
9.735	-0.509748	72.2892
9.74	-0.531592	72.2892
9.745	-0.550793	72.2892
9.75	-0.568167	72.2892
9.755	-0.585813	72.2892
9.76	-0.604652	72.2892
9.765	-0.618475	72.2892
9.77	-0.628195	72.2892
9.775	-0.634151	72.2892
9.78	-0.636698	72.2892
9.785	-0.630004	72.2892
9.79	-0.613851	72.2892
9.795	-0.590141	72.2892
9.8	-0.55989	72.2892
9.805	-0.526014	72.2892
9.81	-0.489781	72.2892
9.815	-0.451339	72.2892
9.82	-0.412283	72.2892
9.825	-0.368102	72.2892
9.83	-0.318497	72.2892
9.835	-0.263783	72.2892
9.84	-0.204031	72.2892
9.845	-0.142192	72.2892
9.85	-0.0781174	72.2892
9.855	-0.0110113	72.2892
9.86	0.0588719	72.2892
9.865	0.129859	72.2892
9.87	0.201211	72.2892
9.875	0.275539	72.2892
9.88	0.353803	72.2892
9.885	0.429536	72.2892
9.89	0.501478	72.2892
9.895	0.5758	72.2892
9.9	0.654233	72.2892
9.905	0.730932	72.2892
9.91	0.804028	72.2892
9.915	0.875147	72.2892
9.92	0.943912	72.2892
9.925	1.01115	72.2892
9.93	1.076	72.2892
9.935	1.13931	72.2892
9.94	1.20075	72.2892
9.945	1.2583	72.2892
9.95	1.31144	72.2892
9.955	1.36101	72.2892
9.96	1.40586	72.2892
9.965	1.44591	72.2892
9.97	1.48055	72.2892
9.975	1.50929	72.2892
9.98	1.5304	72.2892
9.985	1.54742	72.2892
9.99	1.55938	72.2892
9.995	1.56338	72.2892
10	1.559	72.2892
10.005	1.54899	72.2892
10.01	1.5309	72.2892
10.015	1.50517	72.2892
10.02	1.47043	72.2892
10.025	1.42833	72.2892
10.03	1.37816	72.2892
10.035	1.32266	72.2892
10.04	1.26123	72.2892
10.045	1.19573	72.2892
10.05	1.127	72.2892
10.055	1.05485	72.2892
10.06	0.97884	72.2892
10.065	0.901681	72.2892
10.07	0.825819	72.2892
10.075	0.750688	72.2892
10.08	0.677318	72.2892
10.085	0.604864	72.2892
10.09	0.536999	72.2892
10.095	0.471742	72.2892
10.1	0.412335	72.2892
10.105	0.355361	72.2892
10.11	0.302637	72.2892
10.115	0.251813	72.2892
10.12	0.204737	72.2892
10.125	0.157794	72.2892
10.13	0.113557	72.2892
10.135	0.0706288	72.2892
10.14	0.0314588	72.2892
10.145	-0.00803087	72.2892
10.15	-0.0466788	72.2892
10.155	-0.0826721	72.2892
10.16	-0.11416	72.2892
10.165	-0.145652	72.2892
10.17	-0.175518	72.2892
10.175	-0.20261	72.2892
10.18	-0.225663	72.2892
10.185	-0.249825	72.2892
10.19	-0.274929	72.2892
10.195	-0.300581	72.2892
10.2	-0.325543	72.2892
10.205	-0.349621	72.2892
10.21	-0.371856	72.2892
10.215	-0.392931	72.2892
10.22	-0.412454	72.2892
10.225	-0.432106	72.2892
10.23	-0.450745	72.2892
10.235	-0.467408	72.2892
10.24	-0.48154	72.2892
10.245	-0.496691	72.2892
10.25	-0.513075	72.2892
10.255	-0.529987	72.2892
10.26	-0.546807	72.2892
10.265	-0.563455	72.2892
10.27	-0.580385	72.2892
10.275	-0.598797	72.2892
10.28	-0.61847	72.2892
10.285	-0.635449	72.2892
10.29	-0.649827	72.2892
10.295	-0.66497	72.2892
10.3	-0.686811	72.2892
10.305	-0.710297	72.2892
10.31	-0.729665	72.2892
10.315	-0.747186	72.2892
10.32	-0.766858	72.2892
10.325	-0.788281	72.2892
10.33	-0.811927	72.2892
10.335	-0.835693	72.2892
10.34	-0.857512	72.2892
10.345	-0.877817	72.2892
10.35	-0.901565	72.2892
10.355	-0.926691	72.2892
10.36	-0.948948	72.2892
10.365	-0.969377	72.2892
10.37	-0.990692	72.2892
10.375	-1.01071	72.2892
10.38	-1.02634	72.2892
10.385	-1.04026	72.2892
10.39	-1.05251	72.2892
10.395	-1.06204	72.2892
10.4	-1.07363	72.2892
10.405	-1.0859	72.2892
10.41	-1.09464	72.2892
10.415	-1.10049	72.2892
10.42	-1.10526	72.2892
10.425	-1.11071	72.2892
10.43	-1.11606	72.2892
10.435	-1.11982	72.2892
10.44	-1.12159	72.2892
10.445	-1.12111	72.2892
10.45	-1.12534	72.2892
10.455	-1.1317	72.2892
10.46	-1.1346	72.2892
10.465	-1.13583	72.2892
10.47	-1.13855	72.2892
10.475	-1.13973	72.2892
10.48	-1.13836	72.2892
10.485	-1.13601	72.2892
10.49	-1.13257	72.2892
10.495	-1.1277	72.2892
10.5	-1.12642	72.2892
10.505	-1.12655	72.2892
10.51	-1.12731	72.2892
10.515	-1.12742	72.2892
10.52	-1.12694	72.2892
10.525	-1.12683	72.2892
10.53	-1.1293	72.2892
10.535	-1.13139	72.2892
10.54	-1.13029	72.2892
10.545	-1.12718	72.2892
10.55	-1.12725	72.2892
10.555	-1.12951	72.2892
10.56	-1.13432	72.2892
10.565	-1.13919	72.2892
10.57	-1.14198	72.2892
10.575	-1.14349	72.2892
10.58	-1.14427	72.2892
10.585	-1.14067	72.2892
10.59	-1.13234	72.2892
10.595	-1.11955	72.2892
10.6	-1.10222	72.2892
10.605	-1.08308	72.2892
10.61	-1.05644	72.2892
10.615	-1.02202	72.2892
10.62	-0.982083	72.2892
10.625	-0.938346	72.2892
10.63	-0.886202	72.2892
10.635	-0.827341	72.2892
10.64	-0.762938	72.2892
10.645	-0.693153	72.2892
10.65	-0.619893	72.2892
10.655	-0.545991	72.2892
10.66	-0.46743	72.2892
10.665	-0.384562	72.2892
10.67	-0.300061	72.2892
10.675	-0.215744	72.2892
10.68	-0.129244	72.2892
10.685	-0.0409771	72.2892
10.69	0.0486623	72.2892
10.695	0.139657	72.2892
10.7	0.229481	72.2892
10.705	0.315315	72.2892
10.71	0.399545	72.2892
10.715	0.482031	72.2892
10.72	0.562932	72.2892
10.725	0.640711	72.2892
10.73	0.718023	72.2892
10.735	0.794522	72.2892
10.74	0.869575	72.2892
10.745	0.943434	72.2892
10.75	1.01206	72.2892
10.755	1.07228	72.2892
10.76	1.13154	72.2892
10.765	1.18999	72.2892
10.77	1.245	72.2892
10.775	1.29545	72.2892
10.78	1.34353	72.2892
10.785	1.3886	72.2892
10.79	1.43117	72.2892
10.795	1.47121	72.2892
10.8	1.50445	72.2892
10.805	1.52889	72.2892
10.81	1.54809	72.2892
10.815	1.56103	72.2892
10.82	1.56877	72.2892
10.825	1.57031	71.0059
10.83	1.56545	71.0059
10.835	1.55282	71.0059
10.84	1.53568	71.0059
10.845	1.51429	71.0059
10.85	1.48387	71.0059
10.855	1.44257	71.0059
10.86	1.39486	71.0059
10.865	1.33945	71.0059
10.87	1.27846	71.0059
10.875	1.21219	71.0059
10.88	1.14372	71.0059
10.885	1.07356	71.0059
10.89	1.00104	71.0059
10.895	0.926871	71.0059
10.9	0.852255	71.0059
10.905	0.779555	71.0059
10.91	0.706792	71.0059
10.915	0.636196	71.0059
10.92	0.56775	71.0059
10.925	0.503668	71.0059
10.93	0.442805	71.0059
10.935	0.389173	71.0059
10.94	0.336508	71.0059
10.945	0.28656	71.0059
10.95	0.238542	71.0059
10.955	0.195303	71.0059
10.96	0.154755	71.0059
10.965	0.119109	71.0059
10.97	0.0852669	71.0059
10.975	0.054847	71.0059
10.98	0.0244232	71.0059
10.985	-0.0043609	71.0059
10.99	-0.0325079	71.0059
10.995	-0.0591971	71.0059
11	-0.0861066	71.0059
11.005	-0.111537	71.0059
11.01	-0.137414	71.0059
11.015	-0.163461	71.0059
11.02	-0.188206	71.0059
11.025	-0.210694	71.0059
11.03	-0.234061	71.0059
11.035	-0.257081	71.0059
11.04	-0.278083	71.0059
11.045	-0.297358	71.0059
11.05	-0.319867	71.0059
11.055	-0.344627	71.0059
11.06	-0.366462	71.0059
11.065	-0.384443	71.0059
11.07	-0.402176	71.0059
11.075	-0.419348	71.0059
11.08	-0.435474	71.0059
11.085	-0.449684	71.0059
11.09	-0.462493	71.0059
11.095	-0.473773	71.0059
11.1	-0.486516	71.0059
11.105	-0.501082	71.0059
11.11	-0.515276	71.0059
11.115	-0.528893	71.0059
11.12	-0.541267	71.0059
11.125	-0.552466	71.0059
11.13	-0.563253	71.0059
11.135	-0.573997	71.0059
11.14	-0.586756	71.0059
11.145	-0.601652	71.0059
11.15	-0.617474	71.0059
11.155	-0.63537	71.0059
11.16	-0.650595	71.0059
11.165	-0.663537	71.0059
11.17	-0.683053	71.0059
11.175	-0.709258	71.0059
11.18	-0.734431	71.0059
11.185	-0.757924	71.0059
11.19	-0.782258	71.0059
11.195	-0.80715	71.0059
11.2	-0.831929	71.0059
11.205	-0.856601	71.0059
11.21	-0.880842	71.0059
11.215	-0.904739	71.0059
11.22	-0.926911	71.0059
11.225	-0.946524	71.0059
11.23	-0.963655	71.0059
11.235	-0.978678	71.0059
11.24	-0.993244	71.0059
11.245	-1.00758	71.0059
11.25	-1.02233	71.0059
11.255	-1.03765	71.0059
11.26	-1.05186	71.0059
11.265	-1.06472	71.0059
11.27	-1.07632	71.0059
11.275	-1.08675	71.0059
11.28	-1.09786	71.0059
11.285	-1.11044	71.0059
11.29	-1.12198	71.0059
11.295	-1.13263	71.0059
11.3	-1.14451	71.0059
11.305	-1.15866	71.0059
11.31	-1.17232	71.0059
11.315	-1.18595	71.0059
11.32	-1.20048	71.0059
11.325	-1.21569	71.0059
11.33	-1.23004	71.0059
11.335	-1.24501	71.0059
11.34	-1.2583	71.0059
11.345	-1.26908	71.0059
11.35	-1.28237	71.0059
11.355	-1.3004	71.0059
11.36	-1.31495	71.0059
11.365	-1.32556	71.0059
11.37	-1.33613	71.0059
11.375	-1.34731	71.0059
11.38	-1.35678	71.0059
11.385	-1.36515	71.0059
11.39	-1.37232	71.0059
11.395	-1.37834	71.0059
11.4	-1.38252	71.0059
11.405	-1.38594	71.0059
11.41	-1.38365	71.0059
11.415	-1.37632	71.0059
11.42	-1.36314	71.0059
11.425	-1.34442	71.0059
11.43	-1.31969	71.0059
11.435	-1.28981	71.0059
11.44	-1.25983	71.0059
11.445	-1.23131	71.0059
11.45	-1.19973	71.0059
11.455	-1.16524	71.0059
11.46	-1.12246	71.0059
11.465	-1.07096	71.0059
11.47	-1.01563	71.0059
11.475	-0.960828	71.0059
11.48	-0.898989	71.0059
11.485	-0.830932	71.0059
11.49	-0.757456	71.0059
11.495	-0.680794	71.0059
11.5	-0.600625	71.0059
11.505	-0.518133	71.0059
11.51	-0.42918	71.0059
11.515	-0.335216	71.0059
11.52	-0.237326	71.0059
11.525	-0.136906	71.0059
11.53	-0.0341779	71.0059
11.535	0.0705677	71.0059
11.54	0.176472	71.0059
11.545	0.282121	71.0059
11.55	0.386673	71.0059
11.555	0.488498	71.0059
11.56	0.588737	71.0059
11.565	0.686367	71.0059
11.57	0.783299	71.0059
11.575	0.878423	71.0059
11.58	0.971463	71.0059
11.585	1.06086	71.0059
11.59	1.14705	71.0059
11.595	1.22914	71.0059
11.6	1.30802	71.0059
11.605	1.382	71.0059
11.61	1.4521	71.0059
11.615	1.5173	71.0059
11.62	1.57724	71.0059
11.625	1.62979	71.0059
11.63	1.68091	71.0059
11.635	1.73003	71.0059
11.64	1.77311	71.0059
11.645	1.80872	71.0059
11.65	1.83854	71.0059
11.655	1.861	71.0059
11.66	1.87958	71.0059
11.665	1.89405	71.0059
11.67	1.90081	65.9341
11.675	1.89843	65.9341
11.68	1.89099	65.9341
11.685	1.87796	65.9341
11.69	1.8592	65.9341
11.695	1.83329	65.9341
11.7	1.79922	65.9341
11.705	1.75712	65.9341
11.71	1.71308	65.9341
11.715	1.66845	65.9341
11.72	1.62104	65.9341
11.725	1.57194	65.9341
11.73	1.52243	65.9341
11.735	1.47363	65.9341
11.74	1.41792	65.9341
11.745	1.35468	65.9341
11.75	1.28611	65.9341
11.755	1.21285	65.9341
11.76	1.13977	65.9341
11.765	1.069	65.9341
11.77	0.999232	65.9341
11.775	0.933432	65.9341
11.78	0.871115	65.9341
11.785	0.815067	65.9341
11.79	0.758487	65.9341
11.795	0.704456	65.9341
11.8	0.6501	65.9341
11.805	0.597501	65.9341
11.81	0.548568	65.9341
11.815	0.506986	65.9341
11.82	0.468179	65.9341
11.825	0.434539	65.9341
11.83	0.401872	65.9341
11.835	0.371498	65.9341
11.84	0.341408	65.9341
11.845	0.313314	65.9341
11.85	0.284165	65.9341
11.855	0.255064	65.9341
11.86	0.222984	65.9341
11.865	0.189144	65.9341
11.87	0.158396	65.9341
11.875	0.13192	65.9341
11.88	0.105122	65.9341
11.885	0.0790362	65.9341
11.89	0.0503808	65.9341
11.895	0.0198155	65.9341
11.9	-0.0101481	65.9341
11.905	-0.0385033	65.9341
11.91	-0.0679978	65.9341
11.915	-0.0980276	65.9341
11.92	-0.126711	65.9341
11.925	-0.15343	65.9341
11.93	-0.17869	65.9341
11.935	-0.200841	65.9341
11.94	-0.22513	65.9341
11.945	-0.251519	65.9341
11.95	-0.277577	65.9341
11.955	-0.302708	65.9341
11.96	-0.328284	65.9341
11.965	-0.35354	65.9341
11.97	-0.37844	65.9341
11.975	-0.40367	65.9341
11.98	-0.430988	65.9341
11.985	-0.459511	65.9341
11.99	-0.486003	65.9341
11.995	-0.51011	65.9341
12	-0.538324	65.9341
12.005	-0.571677	65.9341
12.01	-0.604554	65.9341
12.015	-0.636121	65.9341
12.02	-0.670214	65.9341
12.025	-0.706478	65.9341
12.03	-0.742741	65.9341
12.035	-0.777707	65.9341
12.04	-0.814419	65.9341
12.045	-0.853718	65.9341
12.05	-0.893632	65.9341
12.055	-0.934394	65.9341
12.06	-0.972394	65.9341
12.065	-1.0068	65.9341
12.07	-1.04206	65.9341
12.075	-1.07767	65.9341
12.08	-1.1114	65.9341
12.085	-1.14161	65.9341
12.09	-1.16375	65.9341
12.095	-1.17973	65.9341
12.1	-1.19568	65.9341
12.105	-1.21192	65.9341
12.11	-1.22697	65.9341
12.115	-1.24027	65.9341
12.12	-1.24992	65.9341
12.125	-1.25591	65.9341
12.13	-1.26253	65.9341
12.135	-1.26928	65.9341
12.14	-1.26998	65.9341
12.145	-1.26552	65.9341
12.15	-1.26174	65.9341
12.155	-1.25946	65.9341
12.16	-1.26009	65.9341
12.165	-1.26501	65.9341
12.17	-1.26824	65.9341
12.175	-1.2686	65.9341
12.18	-1.27226	65.9341
12.185	-1.27991	65.9341
12.19	-1.29421	65.9341
12.195	-1.31611	65.9341
12.2	-1.34274	65.9341
12.205	-1.37373	65.9341
12.21	-1.40973	65.9341
12.215	-1.45126	65.9341
12.22	-1.49738	65.9341
12.225	-1.54718	65.9341
12.23	-1.59988	65.9341
12.235	-1.65567	65.9341
12.24	-1.71437	65.9341
12.245	-1.77699	65.9341
12.25	-1.83973	65.9341
12.255	-1.90263	65.9341
12.26	-1.96522	65.9341
12.265	-2.02834	65.9341
12.27	-2.08932	65.9341
12.275	-2.14784	65.9341
12.28	-2.20625	65.9341
12.285	-2.26627	65.9341
12.29	-2.32388	65.9341
12.295	-2.37859	65.9341
12.3	-2.43048	65.9341
12.305	-2.48152	65.9341
12.31	-2.52855	65.9341
12.315	-2.57204	65.9341
12.32	-2.60978	65.9341
12.325	-2.64422	65.9341
12.33	-2.6726	65.9341
12.335	-2.69642	65.9341
12.34	-2.70773	65.9341
12.345	-2.7084	65.9341
12.35	-2.6951	65.9341
12.355	-2.6699	65.9341
12.36	-2.63958	65.9341
12.365	-2.60424	65.9341
12.37	-2.56549	65.9341
12.375	-2.52508	65.9341
12.38	-2.48023	65.9341
12.385	-2.43219	65.9341
12.39	-2.37333	65.9341
12.395	-2.3004	65.9341
12.4	-2.22169	65.9341
12.405	-2.13904	65.9341
12.41	-2.05163	65.9341
12.415	-1.96084	65.9341
12.42	-1.86403	65.9341
12.425	-1.76095	65.9341
12.43	-1.65448	65.9341
12.435	-1.5468	65.9341
12.44	-1.43119	65.9341
12.445	-1.30615	65.9341
12.45	-1.17735	65.9341
12.455	-1.04686	65.9341
12.46	-0.914324	65.9341
12.465	-0.781696	65.9341
12.47	-0.646772	65.9341
12.475	-0.510966	65.9341
12.48	-0.375622	65.9341
12.485	-0.244126	65.9341
12.49	-0.115826	65.9341
12.495	0.00493769	65.9341
12.5	0.121433	65.9341
12.505	0.229557	65.9341
12.51	0.332658	65.9341
12.515	0.426763	65.9341
12.52	0.514255	65.9341
12.525	0.590564	65.9341
12.53	0.6611	65.9341
12.535	0.722248	65.9341
12.54	0.77777	65.9341
12.545	0.82436	65.9341
12.55	0.865783	65.9341
12.555	0.899312	65.9341
12.56	0.927841	65.9341
12.565	0.949025	65.9341
12.57	0.964969	65.9341
12.575	0.973364	65.9341
12.58	0.976227	70.1754
12.585	0.971263	70.1754
12.59	0.960215	70.1754
12.595	0.940804	70.1754
12.6	0.916864	70.1754
12.605	0.887479	70.1754
12.61	0.853553	70.1754
12.615	0.814048	70.1754
12.62	0.772483	70.1754
12.625	0.729729	70.1754
12.63	0.685353	70.1754
12.635	0.640045	70.1754
12.64	0.59783	70.1754
12.645	0.562826	70.1754
12.65	0.532983	70.1754
12.655	0.512676	70.1754
12.66	0.49154	70.1754
12.665	0.469375	70.1754
12.67	0.445705	70.1754
12.675	0.420622	70.1754
12.68	0.395251	70.1754
12.685	0.369816	70.1754
12.69	0.343789	70.1754
12.695	0.317373	70.1754
12.7	0.290168	70.1754
12.705	0.26235	70.1754
12.71	0.234683	70.1754
12.715	0.207031	70.1754
12.72	0.178017	70.1754
12.725	0.148164	70.1754
12.73	0.118893	70.1754
12.735	0.0903609	70.1754
12.74	0.0603842	70.1754
12.745	0.0290041	70.1754
12.75	-0.00249235	70.1754
12.755	-0.034149	70.1754
12.76	-0.0663341	70.1754
12.765	-0.0988726	70.1754
12.77	-0.131598	70.1754
12.775	-0.164334	70.1754
12.78	-0.196182	70.1754
12.785	-0.227285	70.1754
12.79	-0.259004	70.1754
12.795	-0.29133	70.1754
12.8	-0.32342	70.1754
12.805	-0.355298	70.1754
12.81	-0.387161	70.1754
12.815	-0.418922	70.1754
12.82	-0.451313	70.1754
12.825	-0.483986	70.1754
12.83	-0.516871	70.1754
12.835	-0.549804	70.1754
12.84	-0.582937	70.1754
12.845	-0.616057	70.1754
12.85	-0.648389	70.1754
12.855	-0.679868	70.1754
12.86	-0.710676	70.1754
12.865	-0.740689	70.1754
12.87	-0.769447	70.1754
12.875	-0.79686	70.1754
12.88	-0.822795	70.1754
12.885	-0.847297	70.1754
12.89	-0.871494	70.1754
12.895	-0.895182	70.1754
12.9	-0.917114	70.1754
12.905	-0.937218	70.1754
12.91	-0.955187	70.1754
12.915	-0.970876	70.1754
12.92	-0.982082	70.1754
12.925	-0.989014	70.1754
12.93	-0.994975	70.1754
12.935	-0.999742	70.1754
12.94	-0.998477	70.1754
12.945	-0.991443	70.1754
12.95	-0.980822	70.1754
12.955	-0.966674	70.1754
12.96	-0.948692	70.1754
12.965	-0.927033	70.1754
12.97	-0.902867	70.1754
12.975	-0.877544	70.1754
12.98	-0.85529	70.1754
12.985	-0.835682	70.1754
12.99	-0.813992	70.1754
12.995	-0.790873	70.1754
13	-0.768573	70.1754
13.005	-0.747712	70.1754
13.01	-0.725479	70.1754
13.015	-0.702177	70.1754
13.02	-0.678703	70.1754
13.025	-0.656325	70.1754
13.03	-0.636638	70.1754
13.035	-0.619658	70.1754
13.04	-0.603526	70.1754
13.045	-0.589905	70.1754
13.05	-0.578462	70.1754
13.055	-0.569602	70.1754
13.06	-0.559083	70.1754
13.065	-0.547919	70.1754
13.07	-0.534669	70.1754
13.075	-0.520519	70.1754
13.08	-0.508839	70.1754
13.085	-0.499732	70.1754
13.09	-0.491096	70.1754
13.095	-0.483963	70.1754
13.1	-0.475922	70.1754
13.105	-0.467426	70.1754
13.11	-0.456187	70.1754
13.115	-0.44312	70.1754
13.12	-0.43058	70.1754
13.125	-0.419765	70.1754
13.13	-0.41165	70.1754
13.135	-0.407247	70.1754
13.14	-0.407967	70.1754
13.145	-0.414605	70.1754
13.15	-0.424345	70.1754
13.155	-0.437503	70.1754
13.16	-0.450292	70.1754
13.165	-0.464459	70.1754
13.17	-0.478845	70.1754
13.175	-0.493399	70.1754
13.18	-0.507674	70.1754
13.185	-0.527696	70.1754
13.19	-0.553344	70.1754
13.195	-0.582158	70.1754
13.2	-0.612224	70.1754
13.205	-0.647512	70.1754
13.21	-0.686794	70.1754
13.215	-0.72485	70.1754
13.22	-0.759751	70.1754
13.225	-0.792639	70.1754
13.23	-0.826519	70.1754
13.235	-0.86259	70.1754
13.24	-0.896133	70.1754
13.245	-0.921675	70.1754
13.25	-0.942207	70.1754
13.255	-0.957269	70.1754
13.26	-0.967061	70.1754
13.265	-0.969854	70.1754
13.27	-0.966755	70.1754
13.275	-0.956452	70.1754
13.28	-0.943345	70.1754
13.285	-0.929661	70.1754
13.29	-0.90989	70.1754
13.295	-0.881247	70.1754
13.3	-0.846253	70.1754
13.305	-0.809582	70.1754
13.31	-0.769415	70.1754
13.315	-0.724219	70.1754
13.32	-0.674256	70.1754
13.325	-0.620107	70.1754
13.33	-0.56452	70.1754
13.335	-0.511349	70.1754
13.34	-0.456736	70.1754
13.345	-0.400533	70.1754
13.35	-0.34419	70.1754
13.355	-0.291233	70.1754
13.36	-0.23765	70.1754
13.365	-0.182074	70.1754
13.37	-0.124611	70.1754
13.375	-0.065213	70.1754
13.38	-0.00834667	70.1754
13.385	0.0395798	70.1754
13.39	0.0824962	70.1754
13.395	0.125868	70.1754
13.4	0.170495	70.1754
13.405	0.214266	70.1754
13.41	0.25835	70.1754
13.415	0.296869	70.1754
13.42	0.327825	70.1754
13.425	0.353129	70.1754
13.43	0.371892	70.1754
13.435	0.381076	64.5161
13.44	0.380371	64.5161
13.445	0.364736	64.5161
13.45	0.337994	64.5161
13.455	0.306503	64.5161
13.46	0.27418	64.5161
13.465	0.236482	64.5161
13.47	0.193231	64.5161
13.475	0.144335	64.5161
13.48	0.0901755	64.5161
13.485	0.0281298	64.5161
13.49	-0.0444875	64.5161
13.495	-0.120191	64.5161
13.5	-0.199521	64.5161
13.505	-0.283352	64.5161
13.51	-0.374518	64.5161
13.515	-0.465673	64.5161
13.52	-0.556429	64.5161
13.525	-0.647254	64.5161
13.53	-0.739375	64.5161
13.535	-0.831306	64.5161
13.54	-0.924239	64.5161
13.545	-1.01424	64.5161
13.55	-1.10046	64.5161
13.555	-1.18133	64.5161
13.56	-1.25641	64.5161
13.565	-1.32632	64.5161
13.57	-1.38995	64.5161
13.575	-1.44824	64.5161
13.58	-1.49938	64.5161
13.585	-1.5422	64.5161
13.59	-1.57507	64.5161
13.595	-1.59945	64.5161
13.6	-1.6124	64.5161
13.605	-1.61834	64.5161
13.61	-1.61645	64.5161
13.615	-1.60512	64.5161
13.62	-1.58266	64.5161
13.625	-1.55344	64.5161
13.63	-1.51585	64.5161
13.635	-1.47286	64.5161
13.64	-1.42368	64.5161
13.645	-1.36743	64.5161
13.65	-1.30321	64.5161
13.655	-1.23395	64.5161
13.66	-1.15994	64.5161
13.665	-1.08345	64.5161
13.67	-1.00394	64.5161
13.675	-0.920166	64.5161
13.68	-0.832274	64.5161
13.685	-0.745373	64.5161
13.69	-0.661686	64.5161
13.695	-0.573144	64.5161
13.7	-0.478823	64.5161
13.705	-0.383	64.5161
13.71	-0.28618	64.5161
13.715	-0.191068	64.5161
13.72	-0.102038	64.5161
13.725	-0.0156849	64.5161
13.73	0.0655344	64.5161
13.735	0.142373	64.5161
13.74	0.211238	64.5161
13.745	0.272572	64.5161
13.75	0.321652	64.5161
13.755	0.370493	64.5161
13.76	0.418693	64.5161
13.765	0.46506	64.5161
13.77	0.506049	64.5161
13.775	0.539345	64.5161
13.78	0.561636	64.5161
13.785	0.577635	64.5161
13.79	0.584934	64.5161
13.795	0.589165	64.5161
13.8	0.58894	64.5161
13.805	0.585965	64.5161
13.81	0.57926	64.5161
13.815	0.571429	64.5161
13.82	0.561622	64.5161
13.825	0.547843	64.5161
13.83	0.530071	64.5161
13.835	0.510067	64.5161
13.84	0.488067	64.5161
13.845	0.46538	64.5161
13.85	0.442166	64.5161
13.855	0.419879	64.5161
13.86	0.399616	64.5161
13.865	0.378657	64.5161
13.87	0.357556	64.5161
13.875	0.335508	64.5161
13.88	0.312614	64.5161
13.885	0.288105	64.5161
13.89	0.263781	64.5161
13.895	0.240415	64.5161
13.9	0.218491	64.5161
13.905	0.198084	64.5161
13.91	0.180143	64.5161
13.915	0.163477	64.5161
13.92	0.149871	64.5161
13.925	0.135991	64.5161
13.93	0.122168	64.5161
13.935	0.108361	64.5161
13.94	0.0949831	64.5161
13.945	0.083091	64.5161
13.95	0.0738251	64.5161
13.955	0.0654477	64.5161
13.96	0.0586877	64.5161
13.965	0.0492387	64.5161
13.97	0.0367546	64.5161
13.975	0.0274008	64.5161
13.98	0.0214784	64.5161
13.985	0.0111137	64.5161
13.99	-0.00370586	64.5161
13.995	-0.0161682	64.5161
14	-0.0255222	64.5161
14.005	-0.0348297	64.5161
14.01	-0.0447279	64.5161
14.015	-0.057378	64.5161
14.02	-0.071411	64.5161
14.025	-0.0828667	64.5161
14.03	-0.0920038	64.5161
14.035	-0.100501	64.5161
14.04	-0.108808	64.5161
14.045	-0.124593	64.5161
14.05	-0.147565	64.5161
14.055	-0.170918	64.5161
14.06	-0.193581	64.5161
14.065	-0.214677	64.5161
14.07	-0.233002	64.5161
14.075	-0.256453	64.5161
14.08	-0.285723	64.5161
14.085	-0.318328	64.5161
14.09	-0.35394	64.5161
14.095	-0.382573	64.5161
14.1	-0.404411	64.5161
14.105	-0.43083	64.5161
14.11	-0.461095	64.5161
14.115	-0.489414	64.5161
14.12	-0.514459	64.5161
14.125	-0.529948	64.5161
14.13	-0.537919	64.5161
14.135	-0.54826	64.5161
14.14	-0.560844	64.5161
14.145	-0.568042	64.5161
14.15	-0.569373	64.5161
14.155	-0.558841	64.5161
14.16	-0.536979	64.5161
14.165	-0.5123	64.5161
14.17	-0.485114	64.5161
14.175	-0.45098	64.5161
14.18	-0.410277	64.5161
14.185	-0.3643	64.5161
14.19	-0.314846	64.5161
14.195	-0.25934	64.5161
14.2	-0.197629	64.5161
14.205	-0.130655	64.5161
14.21	-0.0584942	64.5161
14.215	0.0162118	64.5161
14.22	0.0926679	64.5161
14.225	0.169254	64.5161
14.23	0.245556	64.5161
14.235	0.32376	64.5161
14.24	0.403353	64.5161
14.245	0.47915	64.5161
14.25	0.551633	64.5161
14.255	0.628376	64.5161
14.26	0.708548	64.5161
14.265	0.784361	64.5161
14.27	0.855311	64.5161
14.275	0.938404	64.5161
14.28	1.03356	64.5161
14.285	1.11715	64.5161
14.29	1.18752	64.5161
14.295	1.25956	64.5161
14.3	1.33392	64.5161
14.305	1.40579	64.5161
14.31	1.4752	64.5161
14.315	1.54081	64.5161
14.32	1.60033	64.5161
14.325	1.65767	64.5161
14.33	1.71403	64.5161
14.335	1.76328	64.5161
14.34	1.80611	64.5161
14.345	1.84677	64.5161
14.35	1.88087	64.5161
14.355	1.91025	64.5161
14.36	1.93386	64.5161
14.365	1.94465	73.6196
14.37	1.94291	73.6196
14.375	1.93904	73.6196
14.38	1.92975	73.6196
14.385	1.91106	73.6196
14.39	1.88124	73.6196
14.395	1.84653	73.6196
14.4	1.81029	73.6196
14.405	1.77116	73.6196
14.41	1.72481	73.6196
14.415	1.66999	73.6196
14.42	1.60695	73.6196
14.425	1.5471	73.6196
14.43	1.49504	73.6196
14.435	1.43828	73.6196
14.44	1.37456	73.6196
14.445	1.31216	73.6196
14.45	1.2529	73.6196
14.455	1.19637	73.6196
14.46	1.14758	73.6196
14.465	1.09758	73.6196
